,uid_x,domainID_x,siteID_x,namedLocation_x,collectDate_x,identifiedDate,sampleID,sampleCode_x,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition_x,distinctTaxon,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF_x,publicationDate_x,release_x,uid_y,domainID_y,siteID_y,namedLocation_y,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,geodeticDatum,elevation,elevationUncertainty,aquaticSiteType,startDate,collectDate_y,eventID,boutNumber,sampleCode_y,sampleCondition_y,samplingProtocolVersion,samplingImpractical,biophysicalCriteria,affectedByWind,samplerType,sampleNumber,towsTrapsNumber,towsTrapsVolume,zooDepth1,zooDepth2,zooDepth3,remarks,recordedBy,collectedBy,dataQF_y,publicationDate_y,release_y
1289,1b9112b0-7315-4065-a675-6b54b3cc19ec,D03,SUGG,SUGG.AOS.littoral1,2016-07-05T16:00Z,2017-02-28,SUGG.20160705.SCHINDLERPATALAS.2,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.8,0.8,0.8,,1,coarse,240.0,48.0,5.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,subsamplePercent = 20,,legacyData,20231227T015215Z,RELEASE-2024,f207a2ae-a904-4f6a-97af-032778e31d0e,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2016-07-05T16:00Z,2016-07-05T16:00Z,SUGG.20160705,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.3,,,ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20231227T015215Z,RELEASE-2024
1295,24a94f92-ece1-44a4-80b3-2b0e74532ab5,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T16:00Z,2017-02-28,SUGG.20160705.SCHINDLERPATALAS.3,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.625,1.05,0.871,,6,coarse,150.0,45.0,20.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,subsamplePercent = 30,,legacyData,20231227T015215Z,RELEASE-2024,6c6b7205-ecd3-4cea-abe6-9879007e07f8,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2016-07-05T16:00Z,2016-07-05T16:00Z,SUGG.20160705,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.2,,,ksandusky@neoninc.org,echartrand@neoninc.org,legacyData,20231227T015215Z,RELEASE-2024
1307,2ce2e0e3-3856-43b6-89aa-ff91dd991efa,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-31T16:00Z,2017-06-25,SUGG.20161031.SCHINDLER.1,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.45,1.0,0.549,,17,coarse,190.0,29.0,113.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,K. Schnake,subsamplePercent = 15,,legacyData,20231227T011551Z,RELEASE-2024,a8d89591-ee7e-4eb4-b454-0c472aaf98d5,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2016-10-31T16:00Z,2016-10-31T16:00Z,SUGG.20161031,3,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2.0,24.0,0.5,1.5,,,Ksandusky@neoninc.org,Cproia@field-ops.org,legacyData,20231227T011551Z,RELEASE-2024
1338,08358c6a-0731-4028-9225-db527d96f513,D03,SUGG,SUGG.AOS.littoral1,2017-02-09T17:00Z,2017-09-08,SUGG.20170209.SCHINDLER.2,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.5,1.125,0.785,,48,coarse,400.0,186.0,103.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,M. Hill,subsamplePercent = 46.42,,legacyData,20231227T082850Z,RELEASE-2024,a1148b32-cd29-4aee-963f-9614822bef01,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2017-02-09T17:00Z,2017-02-09T17:00Z,SUGG.20170209,1,,,NEON.DOC.001194vA,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.0,,,echartrand@neoninc.org,jcampbell@neoninc.org,legacyData,20231227T082850Z,RELEASE-2024
1344,9025bfdc-890a-4971-bd68-a29e461cf03c,D03,SUGG,SUGG.AOS.littoral2,2017-02-09T17:00Z,2017-09-08,SUGG.20170209.SCHINDLER.3,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.625,1.025,0.805,,31,coarse,250.0,40.0,195.0,N,condition OK,N,,Pennak 1989,Y,EcoAnalysts Inc.,,M. Hill,subsamplePercent = 15.9,,legacyData,20231227T082850Z,RELEASE-2024,6e2083f0-7daf-4ca0-92ac-5ec883066165,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2017-02-09T17:00Z,2017-02-09T17:00Z,SUGG.20170209,1,,,NEON.DOC.001194vA,,,,Schindler-Patalas,3,2.0,24.0,0.5,0.8,,,echartrand@neoninc.org,jcampbell@neoninc.org,legacyData,20231227T082850Z,RELEASE-2024
1357,15720fe0-6cc4-41b3-8277-4237b0c653a4,D03,SUGG,SUGG.AOS.buoy.c0,2017-02-09T17:00Z,2017-09-08,SUGG.20170209.SCHINDLER.1,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,,0.5,1.125,0.782,,131,coarse,250.0,120.0,273.0,N,condition OK,N,,Pennak 1989,N,EcoAnalysts Inc.,,M. Hill,subsamplePercent = 47.99,,legacyData,20231227T082850Z,RELEASE-2024,1755c28b-f509-48de-8a8e-efe03256a60a,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2017-02-09T17:00Z,2017-02-09T17:00Z,SUGG.20170209,1,,,NEON.DOC.001194vA,,,,Schindler-Patalas,1,2.0,24.0,0.5,1.3,,,echartrand@neoninc.org,jcampbell@neoninc.org,legacyData,20231227T082850Z,RELEASE-2024
1382,5498a60a-c07b-4ec0-b9fc-6dd7413cd255,D03,SUGG,SUGG.AOS.littoral1,2017-06-29T13:32Z,2017-12-08,SUGG.20170629.SCHINDLER.2,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,0.83,0.68,,4,coarse,210.0,5.0,168.0,N,condition OK,N,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T060528Z,RELEASE-2024,8d5ebbd1-55eb-487e-b437-2508382ebbd9,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2017-06-29T13:32Z,2017-06-29T13:32Z,SUGG.20170629,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.6,,,kludwig@field-ops.org,echartrand@neoninc.org,,20231227T060528Z,RELEASE-2024
1393,7c085470-a887-4284-9eaa-5585e1c22390,D03,SUGG,SUGG.AOS.buoy.c0,2017-06-29T13:32Z,2017-12-08,SUGG.20170629.SCHINDLER.1,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,0.95,0.75,,19,coarse,210.0,1.0,3990.0,N,condition OK,N,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T060528Z,RELEASE-2024,dcd867e1-36ad-4100-8654-feb4ba68ccb9,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2017-06-29T13:32Z,2017-06-29T13:32Z,SUGG.20170629,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,1,2.0,24.0,0.5,2.0,,,kludwig@field-ops.org,echartrand@neoninc.org,,20231227T060528Z,RELEASE-2024
1414,1917e862-867e-4779-8925-f45267003c33,D03,SUGG,SUGG.AOS.littoral2,2017-06-29T13:32Z,2017-12-08,SUGG.20170629.SCHINDLER.3,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.08,0.67,,17,coarse,320.0,2.0,2720.0,N,condition OK,N,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231227T060528Z,RELEASE-2024,29562b3c-ccdb-42b4-ac3b-057eca366fac,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2017-06-29T13:32Z,2017-06-29T13:32Z,SUGG.20170629,2,,,NEON.DOC.001194vE,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.4,,,kludwig@field-ops.org,echartrand@neoninc.org,,20231227T060528Z,RELEASE-2024
1429,4ca4ad66-6fac-4efe-8231-773d1b071df2,D03,SUGG,SUGG.AOS.littoral1,2017-11-03T17:54Z,2018-03-19,SUGG.20171103.SCHINDLER.2,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.58,1.05,0.78,,83,coarse,125.0,2.0,5188.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T084238Z,RELEASE-2024,54be5ff1-63f0-4147-aa56-913695d06e18,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2017-11-03T17:54Z,2017-11-03T17:54Z,SUGG.20171103,3,,,NEON.DOC.001194vF,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.5,,,Ksandusky@battelleecology.org,ahugi@battelleecology.org,,20231227T084238Z,RELEASE-2024
1430,d93b692f-8194-4101-8497-b7603eeff400,D03,SUGG,SUGG.AOS.buoy.c0,2017-11-03T17:54Z,2018-03-19,SUGG.20171103.SCHINDLER.1,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.0,0.71,,87,coarse,330.0,2.0,14355.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T084238Z,RELEASE-2024,df8d81c6-478f-4407-aac5-5fe764b8a489,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2017-11-03T17:54Z,2017-11-03T17:54Z,SUGG.20171103,3,,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,3.0,36.0,0.5,1.2,1.9,,Ksandusky@battelleecology.org,ahugi@battelleecology.org,,20231227T084238Z,RELEASE-2024
1442,12403c89-967d-4705-a1bc-d1680bfcedea,D03,SUGG,SUGG.AOS.littoral2,2017-11-03T17:54Z,2018-03-19,SUGG.20171103.SCHINDLER.3,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.05,0.84,,98,coarse,125.0,3.0,4083.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231227T084238Z,RELEASE-2024,63803656-7458-4dd5-a2f9-0949a13c7c23,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2017-11-03T17:54Z,2017-11-03T17:54Z,SUGG.20171103,3,,,NEON.DOC.001194vF,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.2,,,Ksandusky@battelleecology.org,ahugi@battelleecology.org,,20231227T084238Z,RELEASE-2024
1484,061fe78d-2418-4cd7-b935-b48767e12b2e,D03,SUGG,SUGG.AOS.buoy.c0,2018-02-12T14:52Z,2018-04-23,SUGG.20180212.SCHINDLER-PATALAS.1,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.05,0.7,,69,coarse,340.0,2.0,11730.0,N,condition OK,Y,,Dodson et al 2010,Y,EcoAnalysts Inc.,,M. Hill,,,,20231228T190410Z,RELEASE-2024,a208f017-3c4e-4a79-ba6d-185fa8e37e5c,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2018-02-12T14:52Z,2018-02-12T14:52Z,SUGG.20180212,1,,,NEON.DOC.001194vG,,,,Schindler-Patalas,1,3.0,36.0,0.5,1.2,2.0,,kludwig@field-ops.org,ahugi@battelleecology.org,,20231228T190410Z,RELEASE-2024
1489,276926d2-e4f8-485b-a4b6-483154eab6e5,D03,SUGG,SUGG.AOS.littoral1,2018-02-12T14:52Z,2018-04-23,SUGG.20180212.SCHINDLER-PATALAS.2,,,,SIMSP3,Y,Simocephalus sp.,,genus,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,1.4,1.4,1.4,,1,coarse,250.0,7.0,36.0,N,"damaged, affecting taxonomy",Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T190410Z,RELEASE-2024,36bf226d-709b-4471-9c0d-d0da93f6d77e,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2018-02-12T14:52Z,2018-02-12T14:52Z,SUGG.20180212,1,,,NEON.DOC.001194vG,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.4,,,kludwig@field-ops.org,ahugi@battelleecology.org,,20231228T190410Z,RELEASE-2024
1495,7b88c193-905a-4145-8dc8-c5154c910e53,D03,SUGG,SUGG.AOS.littoral2,2018-02-12T14:52Z,2018-04-23,SUGG.20180212.SCHINDLER-PATALAS.3,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.45,1.08,0.71,,87,coarse,330.0,4.0,7178.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T190410Z,RELEASE-2024,98f02dee-3ac9-487b-b05c-5c719cc1f314,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2018-02-12T14:52Z,2018-02-12T14:52Z,SUGG.20180212,1,,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.3,,,kludwig@field-ops.org,ahugi@battelleecology.org,,20231228T190410Z,RELEASE-2024
1503,78517a69-75bb-4e58-b621-ba3419939d07,D03,SUGG,SUGG.AOS.littoral1,2018-02-12T14:52Z,2018-04-23,SUGG.20180212.SCHINDLER-PATALAS.2,,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.03,0.69,,26,coarse,250.0,7.0,929.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T190410Z,RELEASE-2024,36bf226d-709b-4471-9c0d-d0da93f6d77e,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2018-02-12T14:52Z,2018-02-12T14:52Z,SUGG.20180212,1,,,NEON.DOC.001194vG,,,,Schindler-Patalas,2,2.0,24.0,0.5,1.4,,,kludwig@field-ops.org,ahugi@battelleecology.org,,20231228T190410Z,RELEASE-2024
1519,54ecdcdd-f3e2-4d22-8a9b-45113cec5758,D03,SUGG,SUGG.AOS.buoy.c0,2018-07-02T18:09Z,2018-10-19,SUGG.20180702.SCHINDLER.1,A00000003479,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.08,0.74,,36,coarse,490.0,1.0,17640.0,N,condition OK,N,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T181840Z,RELEASE-2024,da2f4dff-227d-426c-b0a5-1bad36187e32,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2018-07-02T18:09Z,2018-07-02T18:09Z,SUGG.20180702,2,A00000003479,,NEON.DOC.001194vG,,,,Schindler-Patalas,1,3.0,36.0,1.9,1.2,0.5,,kross@BattelleEcology.org,kross@BattelleEcology.org,,20231228T181840Z,RELEASE-2024
1523,aee4cce5-8fe8-4c26-b522-9348b05db80a,D03,SUGG,SUGG.AOS.littoral2,2018-07-02T18:09Z,2018-10-19,SUGG.20180702.SCHINDLER.3,A00000003796,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,0.93,0.73,,28,coarse,480.0,5.0,2688.0,N,condition OK,N,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T181840Z,RELEASE-2024,2f66db12-eec4-45c3-8b35-b32f4b86af1e,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2018-07-02T18:09Z,2018-07-02T18:09Z,SUGG.20180702,2,A00000003796,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,2.0,24.0,1.4,0.5,,,kross@BattelleEcology.org,kross@BattelleEcology.org,,20231228T181840Z,RELEASE-2024
1530,480467eb-f315-4ae0-ba96-582ec18d99b7,D03,SUGG,SUGG.AOS.littoral1,2018-07-02T18:09Z,2018-10-19,SUGG.20180702.SCHINDLER.2,A00000003478,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.48,0.85,0.66,,17,coarse,480.0,1.0,8160.0,N,condition OK,N,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T181840Z,RELEASE-2024,b1c9fbea-5d8c-4f7a-8b07-45267f0ca1f8,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2018-07-02T18:09Z,2018-07-02T18:09Z,SUGG.20180702,2,A00000003478,,NEON.DOC.001194vG,,,,Schindler-Patalas,2,3.0,36.0,2.0,1.3,0.5,,kross@BattelleEcology.org,kross@BattelleEcology.org,,20231228T181840Z,RELEASE-2024
1555,98d6f3f4-8f7d-490c-9239-7c1c12bb05e7,D03,SUGG,SUGG.AOS.buoy.c0,2018-10-29T16:43Z,2019-01-11,SUGG.20181029.SCHINDLER.1,A00000036757,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.65,0.65,0.65,,1,coarse,320.0,4.0,80.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T191235Z,RELEASE-2024,ca45c664-28a0-4be1-b4ed-283a393c1930,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2018-10-29T16:43Z,2018-10-29T16:43Z,SUGG.20181029,3,A00000036757,,NEON.DOC.001194vG,,,,Schindler-Patalas,1,3.0,36.0,1.8,1.2,0.5,,kkelley@battelleecology.org,kross@BattelleEcology.org,,20231228T191235Z,RELEASE-2024
1556,19ed8aeb-1920-4c0f-9321-836c95907910,D03,SUGG,SUGG.AOS.littoral1,2018-10-29T16:43Z,2019-01-11,SUGG.20181029.SCHINDLER.2,A00000036756,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.65,0.85,0.76,,6,coarse,230.0,12.0,117.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T191235Z,RELEASE-2024,4a93e881-335e-4480-a338-ae844bf5fc1e,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2018-10-29T16:43Z,2018-10-29T16:43Z,SUGG.20181029,3,A00000036756,,NEON.DOC.001194vG,,,,Schindler-Patalas,2,2.0,24.0,0.7,0.5,,,kkelley@battelleecology.org,kross@BattelleEcology.org,,20231228T191235Z,RELEASE-2024
1577,eb2c4a64-a962-4879-942e-1feb071e98f3,D03,SUGG,SUGG.AOS.littoral2,2018-10-29T16:43Z,2019-01-11,SUGG.20181029.SCHINDLER.3,A00000036754,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.55,0.85,0.71,,6,coarse,230.0,5.0,303.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,,K. Schnake,,,,20231228T191235Z,RELEASE-2024,c5f6cb0d-662a-4c6b-8de4-14361e2b1bb3,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2018-10-29T16:43Z,2018-10-29T16:43Z,SUGG.20181029,3,A00000036754,,NEON.DOC.001194vG,,,,Schindler-Patalas,3,2.0,24.0,1.3,0.5,,,kkelley@battelleecology.org,kross@BattelleEcology.org,,20231228T191235Z,RELEASE-2024
1598,172c7dfb-904e-467c-a20b-a3d1a0aa875c,D03,SUGG,SUGG.AOS.littoral2,2019-02-14T17:58Z,2019-09-08,SUGG.20190214.SCHINDLER.3,A00000037209,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.05,0.796,,86,coarse,280.0,42.0,573.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172253Z,RELEASE-2024,fc967154-b383-489c-87ef-788e21ed5b4a,D03,SUGG,SUGG.AOS.littoral2,29.687601,-82.020598,1.1,10.0,WGS84,30.3,1,lake,2019-02-14T17:58Z,2019-02-14T17:58Z,SUGG.20190214,1,A00000037209,,NEON.DOC.001194vF,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.4,,,jbrown1@battelleecology.org,kross@BattelleEcology.org,,20231227T172253Z,RELEASE-2024
1600,e186a777-e21c-4564-9e02-7e681ef893eb,D03,SUGG,SUGG.AOS.buoy.c0,2019-02-14T17:58Z,2019-09-08,SUGG.20190214.SCHINDLER.1,A00000037201,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.475,1.3,0.749,,41,coarse,220.0,88.0,103.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172253Z,RELEASE-2024,96873a02-63d3-48f5-9ee7-540c52ada62d,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2019-02-14T17:58Z,2019-02-14T17:58Z,SUGG.20190214,1,A00000037201,,NEON.DOC.001194vF,,,,Schindler-Patalas,1,3.0,36.0,0.5,1.2,2.0,,jbrown1@battelleecology.org,kross@BattelleEcology.org,,20231227T172253Z,RELEASE-2024
1603,97c180b1-c88a-4523-9f67-19b009238676,D03,SUGG,SUGG.AOS.littoral1,2019-02-14T17:58Z,2019-09-08,SUGG.20190214.SCHINDLER.2,A00000037207,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.5,1.1,0.749,,85,coarse,280.0,84.0,283.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T172253Z,RELEASE-2024,06c05628-f758-48a4-8aab-5a8f796780bf,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2019-02-14T17:58Z,2019-02-14T17:58Z,SUGG.20190214,1,A00000037207,,NEON.DOC.001194vF,,,,Schindler-Patalas,2,3.0,36.0,0.5,1.1,1.8,,jbrown1@battelleecology.org,kross@BattelleEcology.org,,20231227T172253Z,RELEASE-2024
1623,2a22dba7-a6ae-455e-8837-8b4a624de3da,D03,SUGG,SUGG.AOS.littoral1,2019-07-01T17:20Z,2019-10-22,SUGG.20190701.SCHINDLER.1,A00000073445,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.7,0.7,0.7,,1,coarse,430.0,43.0,10.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T182551Z,RELEASE-2024,d75acf20-2ac9-4ee1-8c2f-13c2d453ba5e,D03,SUGG,SUGG.AOS.littoral1,29.685093,-82.018412,1.1,10.0,WGS84,30.2,1,lake,2019-07-01T17:20Z,2019-07-01T17:20Z,SUGG.20190701,2,A00000073445,,NEON.DOC.001194vD,,,,Schindler-Patalas,1,2.0,24.0,0.5,1.5,,,0000-0001-6607-7236,0000-0003-1571-3196,,20231227T182551Z,RELEASE-2024
1644,32b2adec-d1dd-4bde-a1f7-dc6be782bee1,D03,SUGG,SUGG.AOS.buoy.c0,2019-07-01T17:20Z,2019-10-22,SUGG.20190701.SCHINDLER.3,A00000073446,,,DAPAMB,Y,Daphnia ambigua,,species,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,Anomopoda,,Daphniidae,,,,N,0.55,0.8,0.669,,4,coarse,400.0,13.0,120.0,N,condition OK,Y,,Dodson et al 2010,N,EcoAnalysts Inc.,EcoAnalysts,K. Schnake,,,,20231227T182551Z,RELEASE-2024,da2e81a4-0aa3-4521-a114-d784f2640cd4,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10.0,10.0,WGS84,30.0,10,lake,2019-07-01T17:20Z,2019-07-01T17:20Z,SUGG.20190701,2,A00000073446,,NEON.DOC.001194vD,,,,Schindler-Patalas,3,2.0,24.0,0.5,1.8,,,0000-0001-6607-7236,0000-0003-1571-3196,,20231227T182551Z,RELEASE-2024
