uid,domainID,siteID,namedLocation,collectDate,identifiedDate,sampleID,sampleCode,referencePhotoID,referencePhotoCode,taxonID,targetTaxaPresent,scientificName,morphospeciesID,taxonRank,phylum,subphylum,class,subclass,infraclass,superorder,order,suborder,superfamily,family,subfamily,genus,specificEpithet,infraspecificEpithet,nauplii,zooMinimumLength,zooMaximumLength,zooMeanLength,zooWidth,individualCount,subsampleType,zooVolumePerBottle,zooSubsampleVolume,adjCountPerBottle,indeterminateSpecies,sampleCondition,distinctTaxon,taxonDatabaseID,taxonDatabaseName,identificationQualifier,identificationReferences,qcChecked,laboratoryName,internalLabName,identifiedBy,identificationRemarks,identificationHistoryID,dataQF,publicationDate,release
910e9c00-229a-426e-8761-83cdcbde02ae,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,BDESP,Y,Bdelloidea sp.,"",,Rotifera,,Eurotatoria,,,,,"",,,"",,,,N,0.162,0.188,0.186,,26,coarse,500,116,112,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
9899d98e-3811-4516-ad2c-cce21db2b01d,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",,Arthropoda,,Maxillopoda,,,,,Cyclopoida,,,Cyclopidae,,,,N,0.475,0.55,0.506,,4,coarse,500,116,17,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
8b559c54-bee3-421f-bfe1-5db5b5d500d5,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,SKIMIS,Y,Skistodiaptomus mississippiensis,"",,Arthropoda,,Maxillopoda,,,,,Calanoida,,,Diaptomidae,,,,N,0.925,1.075,1.005,,32,coarse,500,116,138,N,condition OK,Y,666977,ITIS,,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
1e4edd31-1f1e-4464-b851-ad9012ae6de2,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,COPSP,Y,Copepoda sp.,nauplii,,Arthropoda,,Maxillopoda,,,,,"",,,"",,,,Y,0.012,0.188,0.138,,1422,coarse,500,116,6138,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
ec091dc5-ac8c-487d-8ea3-0573abfc8ae9,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,HESAUG,Y,Hesperodiaptomus augustaensis,"",,Arthropoda,,Maxillopoda,,,,,Calanoida,,,Diaptomidae,,,,N,1.025,1.125,1.09,,44,coarse,500,88,251,N,condition OK,Y,666939,ITIS,,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
71cb9e9c-2142-49b2-a4a4-5de540b48b35,D03,BARC,BARC.AOS.littoral2,2015-02-18T17:00Z,2015-04-13,BARC.20150218.SCHINDLER.3,,,,CHYSPH,Y,Chydorus sphaericus,"",,Arthropoda,,Branchiopoda,,,,,Diplostraca,,,Chydoridae,,,,N,0.225,0.225,0.225,,1,coarse,500,500,1,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
de1203f2-113f-4254-aa19-5847484e4e96,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,BDESP,Y,Bdelloidea sp.,"",,Rotifera,,Eurotatoria,,,,,"",,,"",,,,N,0.188,0.188,0.188,,20,coarse,500,88,114,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
51e2ad5d-3698-4844-bd41-264ca74ce756,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,CYCSP,Y,Cyclopoida sp.,copepodites,,Arthropoda,,Maxillopoda,,,,,Cyclopoida,,,"",,,,N,0.425,0.55,0.462,,6,coarse,500,116,26,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
212b37fb-a890-4af6-ad23-dac5ef701697,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",,Arthropoda,,Maxillopoda,,,,,Cyclopoida,,,Cyclopidae,,,,N,0.45,0.55,0.518,,7,coarse,500,88,40,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
21d97942-5cdc-472d-870b-7ce1c04970af,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,SKIMIS,Y,Skistodiaptomus mississippiensis,"",,Arthropoda,,Maxillopoda,,,,,Calanoida,,,Diaptomidae,,,,N,1,1.075,1.042,,31,coarse,500,88,177,N,condition OK,Y,666977,ITIS,,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
2b6b6e87-73bd-4a17-a883-5ed2c4784b0d,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,GASSTY,Y,Gastropus stylifer,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Gastropodidae,,,,N,0.1,0.112,0.105,,84,coarse,500,88,480,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
f297459d-da92-44c4-a5b6-26b8f105d38e,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,PTYBRA,Y,Ptygura brachiata,"",,Rotifera,,Eurotatoria,,,,,Flosculariaceae,,,Flosculariidae,,,,N,0.15,0.188,0.176,,10,coarse,500,116,43,N,condition OK,Y,59335,ITIS,,"Edmondson, 1949",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
7c6aa5e0-7455-4ede-8dfe-9a216578300d,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,GASSTY,Y,Gastropus stylifer,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Gastropodidae,,,,N,0.1,0.112,0.103,,114,coarse,500,116,492,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
bd46e9d5-c3a0-4e32-aaff-663ab26c5d7c,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,POLSP20,Y,Polyarthra sp.,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Synchaetidae,,,,N,0.1,0.1,0.1,,1,coarse,500,88,6,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
c2bfc1ff-7de4-432c-878c-87d20a02a007,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,MONBUL,Y,Monostyla bulla,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Lecanidae,,,,N,0.112,0.112,0.112,,10,coarse,500,116,43,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
c12f6ee9-50f8-4a61-8bfb-21204ed4d8cf,D03,BARC,BARC.AOS.littoral2,2015-02-18T17:00Z,2015-04-13,BARC.20150218.SCHINDLER.3,,,,GASSTY,Y,Gastropus stylifer,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Gastropodidae,,,,N,0.1,0.112,0.103,,9,coarse,500,500,9,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
3d567168-6f4a-4cee-8925-bc278a049bb5,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,HESAUG,Y,Hesperodiaptomus augustaensis,"",,Arthropoda,,Maxillopoda,,,,,Calanoida,,,Diaptomidae,,,,N,1.025,1.175,1.097,,20,coarse,500,116,86,N,condition OK,Y,666939,ITIS,,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
2e4657f6-e0e1-442e-9e44-5a5114577ec6,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,CALSP1,Y,Calanoida sp.,copepodites,,Arthropoda,,Maxillopoda,,,,,Calanoida,,,"",,,,N,0.65,1.075,0.88,,31,coarse,500,116,134,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
febdd2a4-6ace-4d46-9d6d-ed92632c9b5c,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,COPSP,Y,Copepoda sp.,nauplii,,Arthropoda,,Maxillopoda,,,,,"",,,"",,,,Y,0.112,0.225,0.148,,1371,coarse,500,88,7834,N,condition OK,Y,,"",,"Dodson et al., 2010",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
a5d3b5a7-77f9-4715-bdfb-dd39ee808f7a,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,TRISIM,Y,Trichocerca similis,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Trichocercidae,,,,N,0.175,0.188,0.184,,7,coarse,500,116,30,N,condition OK,Y,59079,ITIS,,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
ad836d2b-1e26-4d9a-ad66-7ad557c20f06,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,MONBUL,Y,Monostyla bulla,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Lecanidae,,,,N,0.112,0.112,0.112,,15,coarse,500,88,86,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
0e99b362-c897-4c02-9289-6e3177dfdd46,D03,BARC,BARC.AOS.buoy.c0,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.1,,,,LECSP1,Y,Lecane sp.,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Lecanidae,,,,N,0.138,0.15,0.139,,20,coarse,500,88,114,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
601c85a7-97ec-47e1-81ab-58f12d06653c,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,ROTSP,Y,Rotifera sp.,"",,Rotifera,,"",,,,,"",,,"",,,,N,0.225,0.275,0.248,,7,coarse,500,116,30,N,condition OK,Y,58239,ITIS,,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
f788fa2c-9c29-49dd-8099-98030c4da94c,D03,BARC,BARC.AOS.littoral2,2015-02-18T17:00Z,2015-04-13,BARC.20150218.SCHINDLER.3,,,,PTYBRA,Y,Ptygura brachiata,"",,Rotifera,,Eurotatoria,,,,,Flosculariaceae,,,Flosculariidae,,,,N,0.15,0.188,0.176,,32,coarse,500,500,32,N,condition OK,Y,59335,ITIS,,"Edmondson, 1949",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
2db5234a-74bf-4fcc-a8ba-3f75a447002e,D03,BARC,BARC.AOS.littoral1,2015-02-18T17:00Z,2015-04-13,BARC.20150218.TOW.2,,,,LECSP1,Y,Lecane sp.,"",,Rotifera,,Eurotatoria,,,,,Ploima,,,Lecanidae,,,,N,0.138,0.15,0.14,,11,coarse,500,116,47,N,condition OK,Y,,"",,"Stemberger, 1979",N,EcoAnalysts Inc.,EcoAnalysts,mhill,"",,legacyData,20231226T235337Z,RELEASE-2024
0b088942-5413-47f1-9271-e3b75ee2d363,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,"","",0.075,0.1,0.088,,12,coarse,,,,N,other (specified in remarks),N,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. 8 lost; not measured;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
2995e1a5-d343-47cb-a3bb-971f9937461e,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,ASPPRI,Y,Asplanchna priodonta,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Asplanchnidae,,,"","",,,,,2,coarse,,,,N,"damaged, affecting measurement",Y,59240,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. lost; not measured;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
9f05c775-5a28-41cf-a0cc-9f8a660f03ae,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,mexicanus,"",0.4,0.49,0.445,,2,coarse,,,,N,other (specified in remarks),N,88745,ITIS,,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
03d56c97-8793-466f-b101-25074e622c59,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,GASSTY,Y,Gastropus stylifer,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Gastropodidae,,,"","",0.1,0.1,0.1,,2,coarse,,,,N,other (specified in remarks),Y,59177,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
de50520e-8524-4e80-a2a0-d4a3c7bc2e2b,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,GASSTY,Y,Gastropus stylifer,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Gastropodidae,,,"","",,,,,3,coarse,,,,N,"damaged, affecting measurement",N,59177,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. lost; not measured;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
fb92ec89-7146-4945-8897-0c56a33ca7ad,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,"","",0.1,0.112,0.106,,9,coarse,,,,N,other (specified in remarks),Y,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. 7 lost; not measured;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
2bbd8560-682a-41f8-aff7-6bb6a0a631bf,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,LECUNG,Y,Lecane ungulata,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Lecanidae,,,"","",,,,,1,coarse,,,,N,"damaged, affecting measurement",N,58638,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. lost; not measured;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
66d2c251-9fb2-49c4-8424-f21f21e775c2,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,KERTAU,Y,Keratella taurocephala,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,"","",0.138,0.188,0.159,,34,coarse,,,,N,other (specified in remarks),N,58381,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
8185f3c2-6cff-429c-aa16-f9a63fb970b5,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,CYCSP,Y,Cyclopoida sp.,copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,"",,,"","",0.22,0.35,0.269,,13,coarse,,,,N,other (specified in remarks),N,,"",,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
a3ccd8db-c2a3-4213-bf77-70765562b1ce,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,SKIMIS,Y,Skistodiaptomus mississippiensis,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,"","",0.75,0.938,0.85,,11,coarse,,,,N,other (specified in remarks),Y,666977,ITIS,,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
01b54818-aca4-4aee-9778-a0aae6034785,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,mexicanus,"",0.375,0.375,0.375,,1,coarse,,,,N,other (specified in remarks),Y,88745,ITIS,,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
e5d3d69a-3034-4017-9836-95519208b32d,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,TRISP31,Y,Trichocerca sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Trichocercidae,,,"","",0.11,0.18,0.133,0.04,7,coarse,,,,N,other (specified in remarks),N,59074,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
36a64350-4df6-4a1d-ba17-23412b3812bb,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,LECMIR,Y,Lecane mira,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Lecanidae,,,"","",0.112,0.112,0.112,,1,coarse,,,,N,other (specified in remarks),Y,58639,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
d9c00cb8-c80f-4877-9e07-5ba6836e610b,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,ARCFLO,Y,Arctodiaptomus floridanus,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,Diaptomidae,,,"","",0.8,0.812,0.806,,6,coarse,,,,N,other (specified in remarks),Y,666932,ITIS,,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. 4 damaged; not measured;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
c3d5f6f3-0dfd-4972-b104-154a1ac46436,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,SYNSP8,Y,Synchaeta sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,"","",0.08,0.1,0.094,,14,coarse,,,,N,other (specified in remarks),Y,59255,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
ac42eb90-2b8b-4055-9e1e-29d926a61df4,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,COPSP,Y,Copepoda sp.,nauplii,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,"",Y,0.188,0.25,0.211,,414,coarse,,,,N,other (specified in remarks),N,,"",,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
40ed3d0f-bfb2-41dd-ae92-6157205b36ac,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,MACSP4,Y,Macrothricidae sp.,"",,Arthropoda,Crustacea,Branchiopoda,,Phyllopoda,,,Diplostraca,,,Macrothricidae,,,"","",0.34,0.34,0.34,,1,coarse,,,,N,other (specified in remarks),Y,84116,ITIS,,Pennak 1989,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
10ab3e2d-4a95-43e9-a686-c7fa2e64f985,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,TROPRA1,Y,Tropocyclops prasinus mexicanus,"",,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,Cyclopidae,,,mexicanus,"",0.4,0.5,0.456,,4,coarse,,,,N,other (specified in remarks),N,88745,ITIS,,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. 4 lost; not measured;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
c779a37e-af25-4a53-8e45-47fe3f6f6ea7,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,CYCSP,Y,Cyclopoida sp.,copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Cyclopoida,,,"",,,"","",0.188,0.188,0.188,,1,coarse,,,,N,other (specified in remarks),Y,,"",,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
9aa60c1a-2995-47b0-a9e8-a73378614c5d,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,MONSP8,Y,Monostyla sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Lecanidae,,,"","",0.1,0.1,0.1,,2,coarse,,,,N,other (specified in remarks),Y,58747,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
21042afb-09f5-4e1d-a423-96249baf5d6b,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,KERTAU,Y,Keratella taurocephala,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,"","",0.14,0.17,0.152,,104,coarse,,,,N,other (specified in remarks),N,58381,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
0c97e6e4-5782-4479-9845-109523964f15,D03,BARC,BARC.AOS.littoral1,2015-07-01T16:00Z,2016-08-04,BARC.20150701.SCHINDLER.2,,,,CALSP1,Y,Calanoida sp.,copepodites,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,Calanoida,,,"",,,"","",0.475,0.5,0.488,,7,coarse,,,,N,other (specified in remarks),N,,"",,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume. 5 lost; not measured;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
8370aeaa-34db-4b8a-9c13-898c0771e0ad,D03,BARC,BARC.AOS.littoral2,2015-07-01T16:00Z,2016-08-10,BARC.20150701.SCHINDLER.3,,,,POLSP20,Y,Polyarthra sp.,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Synchaetidae,,,"","",0.07,0.08,0.075,,2,coarse,,,,N,other (specified in remarks),Y,59270,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 1,,legacyData,20231226T232535Z,RELEASE-2024
ec4dc4cc-4cb8-4448-a5b2-103e7b3bfb05,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,KERTAU,Y,Keratella taurocephala,"",,Rotifera,"",Eurotatoria,,Monogononta,,,Ploima,,,Brachionidae,,,"","",0.125,0.15,0.129,,183,coarse,,,,N,other (specified in remarks),Y,58381,ITIS,,Stemberger 1979,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
c7685f3c-7de2-435d-9112-ca76fb1f7d8c,D03,BARC,BARC.AOS.buoy.c0,2015-07-01T16:00Z,2016-08-03,BARC.20150701.TOW.1,,,,COPSP,Y,Copepoda sp.,nauplii,,Arthropoda,Crustacea,Maxillopoda,,Copepoda,,,"",,,"",,,"",Y,0.112,0.275,0.207,,41,coarse,,,,N,other (specified in remarks),Y,,"",,Dodson et al. 2010,N,EcoAnalysts Inc.,,D. Drumm,Percent Subbed measured by weight not volume.;subsamplePercent = 0.01,,legacyData,20231226T232535Z,RELEASE-2024
